abnormality|body|height	HP:0000002
hemangiomatosis	HP:0007461
bitot|spots|conjunctiva	HP:0007462
sparse|facial|hair	HP:0007464
honeycomb|palmoplantar|keratoderma	HP:0007465
midfrontal|capillary|hemangioma	HP:0007466
perifollicular|hyperkeratosis	HP:0007468
palmoplantar|cutis|gyrata	HP:0007469
periarticular|subcutaneous|nodules	HP:0007470
axillary|groin|hyperpigmentation|hypopigmentation	HP:0007471
crusting|erythematous|dermatitis	HP:0007473
congenital|bullous|ichthyosiform|erythroderma	HP:0007475
anhidrotic|ectodermal|dysplasia	HP:0007476
abnormal|dermatoglyphics	HP:0007477
congenital|nonbullous|ichthyosiform|erythroderma	HP:0007479
decreased|sweating|autonomic|dysfunction	HP:0007480
hyperpigmented|nevi	HP:0007481
generalized|papillary|lesions	HP:0007482
depigmentation/hyperpigmentation|skin	HP:0007483
absence|subcutaneous|fat	HP:0007485
cavernous|hemangioma|face	HP:0007486
diffuse|skin|atrophy	HP:0007488
diffuse|telangiectasia	HP:0007489
linear|arrays|macular|hyperkeratoses|flexural|areas	HP:0007490
discrete|2|5-mm|hyper-|hypopigmented|macules	HP:0007494
prematurely|aged|appearance	HP:0007495
focal|friction-related|palmoplantar|hyperkeratosis	HP:0007497
recurrent|staphylococcal|infections	HP:0007499
decreased|number|sweat|glands	HP:0007500
streaks|hyperkeratosis|finger|palm	HP:0007501
follicular|hyperkeratosis	HP:0007502
generalized|ichthyosis	HP:0007503
diffuse|slow|skin|atrophy	HP:0007504
progressive|hyperpigmentation	HP:0007505
congenital|absence|skin|limbs	HP:0007506
punctate|palmar|solar|hyperkeratosis	HP:0007508
patchy|hypo-|hyperpigmentation	HP:0007509
focal|dermal|aplasia/hypoplasia	HP:0007510
mottled|pigmentation|photoexposed|areas	HP:0007511
generalized|hypopigmentation	HP:0007513
edema|dorsum|hands	HP:0007514
hypoplastic|pilosebaceous|units	HP:0007515
redundant|skin|fingers	HP:0007516
palmoplantar|cutis|laxa	HP:0007517
lack|subcutaneous|fatty|tissue	HP:0007519
irregular|hyperpigmentation|back	HP:0007521
increased|number|skin|folds	HP:0007522
atypical|neurofibromatosis	HP:0007524
yellow|subcutaneous|tissue|covered|thin|scaly|skin	HP:0007525
hypopigmented|skin|patches|arms	HP:0007526
hidrotic|ectodermal|dysplasia	HP:0007529
punctate|palmoplantar|hyperkeratosis	HP:0007530
congenital|posterior|occipital|alopecia	HP:0007534
hypopigmented|streaks	HP:0007535
aplasia|cutis|congenita|midline|scalp|vertex	HP:0007536
severe|photosensitivity	HP:0007537
frontal|cutaneous|lipoma	HP:0007541
absent|pigmentation|ventral|chest	HP:0007542
epidermal|hyperkeratosis	HP:0007543
piebaldism	HP:0007544
congenital|palmoplantar|keratosis	HP:0007545
linear|hyperpigmentation	HP:0007546
palmoplantar|keratosis|erythema|scale	HP:0007548
desquamation|skin|birth	HP:0007549
hypohidrosis/hyperhidrosis	HP:0007550
abnormal|subcutaneous|fat|tissue|distribution	HP:0007552
congenital|symmetrical|palmoplantar|keratosis	HP:0007553
confetti|hypopigmentation|pattern|lower|leg|skin	HP:0007554
plantar|hyperkeratosis	HP:0007556
localized|epidermolytic|hyperkeratosis	HP:0007559
unusual|dermatoglyphics	HP:0007560
telangiectases|sun-exposed|nonexposed|skin	HP:0007561
multiple|cafe-au-lait|spots	HP:0007565
index|finger|dermatoglyphic|radial|loop	HP:0007566
generalized|seborrheic|dermatitis	HP:0007569
hyperkeratosis|lenticularis|perstans	HP:0007570
hyperpigmented|streaks	HP:0007572
late|onset|atopic|dermatitis	HP:0007573
generalized|bronze|hyperpigmentation	HP:0007574
palmar|neurofibromas	HP:0007576
mediosternal|longitudinal|streak|hypopigmentation	HP:0007581
telangiectasia|macularis|eruptiva|perstans	HP:0007583
skin|fragility|non-scarring|blistering	HP:0007585
telangiectases|producing|'marbled'|skin	HP:0007586
numerous|pigmented|freckles	HP:0007587
reticular|hyperpigmentation	HP:0007588
aplasia|cutis|congenita|trunk|limbs	HP:0007589
aplasia|cutis|congenita|posterior|parietal|area	HP:0007590
aplasia/hypoplastia|eccrine|sweat|glands	HP:0007592
redundant|skin|infancy	HP:0007595
painful|subcutaneous|lipomas	HP:0007596
congenital|palmoplantar|keratodermia	HP:0007597
bilateral|single|transverse|palmar|creases	HP:0007598
generalized|reticulate|brown|pigmentation	HP:0007599
midline|facial|capillary|hemangioma	HP:0007601
complex|palmar|dermatoglyphic|pattern	HP:0007602
freckles|sun-exposed|areas	HP:0007603
excessive|wrinkling|palmar|skin	HP:0007605
multiple|cutaneous|malignancies	HP:0007606
hypohidrotic|ectodermal|dysplasia	HP:0007607
abnormal|palmar|dermal|ridges	HP:0007608
hypoproteinemic|edema	HP:0007609
blotching|pigmentation|skin	HP:0007610
spinous|keratoses|palms|soles	HP:0007613
nevus|flammeus|nuchae	HP:0007616
fine|reticulate|skin|pigmentation	HP:0007617
subcutaneous|calcification	HP:0007618
cutaneous|leiomyoma	HP:0007620
telangiectasia|extensor|surfaces	HP:0007621
pigmentation|anomalies|sun-exposed|skin	HP:0007623
mandibular|osteomyelitis	HP:0007626
mandibular|condyle|aplasia	HP:0007627
mandibular|condyle|hypoplasia	HP:0007628
bilateral|microphthalmos	HP:0007633
nonarteritic|anterior|ischemic|optic|neuropathy	HP:0007634
dyschromatopsia	HP:0007641
congenital|stationary|night|blindness	HP:0007642
peripheral|traction|retinal|detachment	HP:0007643
absent|lower|eyelashes	HP:0007646
congenital|extraocular|muscle|anomaly	HP:0007647
punctate|cataract	HP:0007648
congenital|hypertrophy|retinal|pigment|epithelium	HP:0007649
progressive|ophthalmoplegia	HP:0007650
ectropion|lower|eyelids	HP:0007651
retinal|striation	HP:0007654
eversion|lateral|lower|eyelids	HP:0007655
lacrimal|gland|aplasia	HP:0007656
diffuse|nuclear|cataract	HP:0007657
large|hyperpigmented|retinal|spots	HP:0007658
decreased|retinal|pigmentation|dispersion	HP:0007659
chorioretinal|hypopigmentation|hyperpigmentation	HP:0007661
decreased|central|vision	HP:0007663
curly|eyelashes	HP:0007665
cystic|retinal|degeneration	HP:0007667
impaired|pursuit|initiation|maintenance	HP:0007668
abnormal|vestibulo-ocular|reflex	HP:0007670
progressive|night|blindness	HP:0007675
hypoplasia|iris	HP:0007676
vitelliform|maculopathy	HP:0007677
lacrimal|duct|stenosis	HP:0007678
depigmented|fundus	HP:0007680
peripheral|retinal|avascularization	HP:0007685
abnormal|pupillary|function	HP:0007686
unilateral|ptosis	HP:0007687
absent|rod-and|cone-mediated|responses|erg	HP:0007688
map-dot-fingerprint|corneal|dystrophy	HP:0007690
short|curly|eyelashes	HP:0007691
nonnuclear|polymorphic|congenital|cataract	HP:0007692
abnormal|pupillary|light|reflex	HP:0007695
hypoplasia|lower|eyelids	HP:0007697
retinal|pigment|epithelial|atrophy	HP:0007698
anterior|segment|dysgenesis	HP:0007700
pigmentary|retinal|deposits	HP:0007702
abnormal|retinal|pigmentation	HP:0007703
paroxysmal|involuntary|eye|movements	HP:0007704
corneal|degeneration	HP:0007705
congenital|primary|aphakia	HP:0007707
absent|eyelashes	HP:0007708
band-shaped|corneal|dystrophy	HP:0007709
peripheral|vitreous|opacities	HP:0007710
choroidal|dystrophy	HP:0007712
juvenile|zonular|cataracts	HP:0007713
weak|extraocular|muscles	HP:0007715
intraocular|melanoma	HP:0007716
chronic|irritative|conjunctivitis	HP:0007717
flat|cornea	HP:0007720
saccular|conjunctival|aneurysms	HP:0007721
loss|retinal|pigment|epithelium	HP:0007722
opacification|corneal|epithelium	HP:0007727
congenital|miosis	HP:0007728
iris|hypopigmentation	HP:0007730
chorioretinal|dysplasia	HP:0007731
lacrimal|gland|hypoplasia	HP:0007732
laterally|curved|eyebrow	HP:0007733
enlarged|lacrimal|glands	HP:0007734
pericentral|retinal|dystrophy	HP:0007736
bony|spicule|pigmentary|retinopathy	HP:0007737
uncontrolled|eye|movements	HP:0007738
mildly|reduced|visual|acuity	HP:0007739
long|eyelashes|irregular|rows	HP:0007740
iridoretinal|coloboma	HP:0007744
monocular|horizontal|nystagmus	HP:0007747
irido-fundal|coloboma	HP:0007748
hypoplasia|fovea	HP:0007750
macular|dystrophy	HP:0007754
juvenile|epithelial|corneal|dystrophy	HP:0007755
slitlike|anterior|chamber|angles|children	HP:0007756
hypoplasia|choroid	HP:0007757
congenital|visual|impairment	HP:0007758
opacification|corneal|stroma	HP:0007759
crystalline|corneal|dystrophy	HP:0007760
pericentral|scotoma	HP:0007761
retinal|telangiectasia	HP:0007763
deep|anterior|chamber	HP:0007765
optic|disc|hypoplasia	HP:0007766
central|retinal|vessel|vascular|tortuosity	HP:0007768
peripheral|retinal|degeneration	HP:0007769
retinal|hypoplasia	HP:0007770
impaired|smooth|pursuit	HP:0007772
vitreoretinal|abnormalities	HP:0007773
hypoplasia|ciliary|body	HP:0007774
sparse|lower|eyelashes	HP:0007776
chorioretinal|scars	HP:0007777
neovascularization|peripheral|posterior|retina	HP:0007778
anterior|segment|eye|aplasia	HP:0007779
cortical|pulverulent|cataract	HP:0007780
peripheral|retinal|cone|degeneration	HP:0007782
butterfly|retinal|pigment|epithelial|dystrophy	HP:0007783
lacunar|retinal|depigmentation	HP:0007786
posterior|subcapsular|cataract	HP:0007787
patchy|atrophy|retinal|pigment|epithelium	HP:0007791
microsaccadic|pursuit	HP:0007792
macular|retinal|pigment|epithelial|mottling	HP:0007793
anterior|cortical|cataract	HP:0007795
retinal|vascular|malformation	HP:0007797
foveal|dystrophy	HP:0007798
conjunctival|whitish|salt-like|deposits	HP:0007799
increased|axial|globe|length	HP:0007800
fishnet|retinal|pigmentation	HP:0007801
granular|corneal|dystrophy	HP:0007802
monochromacy	HP:0007803
optic|nerve|compression	HP:0007807
bilateral|retinal|coloboma	HP:0007808
punctate|corneal|dystrophy	HP:0007809
progressive|bifocal|chorioretinal|atrophy	HP:0007810
horizontal|pendular|nystagmus	HP:0007811
herpetiform|corneal|ulceration	HP:0007812
nongranulomatous|uveitis	HP:0007813
salt|pepper|retinopathy	HP:0007814
abnormal|distribution|retinal|arterioles|venules	HP:0007815
horizontal|supranuclear|gaze|palsy	HP:0007817
central|heterochromia	HP:0007818
presenile|cataracts	HP:0007819
atretic|lacrimal|punctum	HP:0007820
central|retinal|exudate	HP:0007822
total|ophthalmoplegia	HP:0007824
nodular|corneal|dystrophy	HP:0007827
diffuse|retinal|cone|degeneration	HP:0007829
adult-onset|night|blindness	HP:0007830
nonprogressive|restrictive|external|ophthalmoplegia	HP:0007831
pigmentation|sclera	HP:0007832
anterior|chamber|synechiae	HP:0007833
progressive|cataract	HP:0007834
s-shaped|palpebral|fissures	HP:0007835
mosaic|corneal|dystrophy	HP:0007836
progressive|ptosis	HP:0007838
long|upper|eyelashes	HP:0007840
amyloid|deposition|vitreous|humor	HP:0007841
attenuation|retinal|blood|vessels	HP:0007843
retinal|vascular|proliferation	HP:0007850
temporal|displacement|maculae	HP:0007851
pericentral|pigmentary|retinopathy	HP:0007852
glaucomatous|visual|field|defect	HP:0007854
punctate|opacification|cornea	HP:0007856
chorioretinal|lacunae	HP:0007858
congenital|horizontal|nystagmus	HP:0007859
retinal|calcification	HP:0007862
retinal|lesions	HP:0007863
focal|retinal|infarction	HP:0007866
restrictive|partial|external|ophthalmoplegia	HP:0007867
age-related|macular|degeneration	HP:0007868
peripheral|retinopathy	HP:0007869
choroidal|hemangiomata	HP:0007872
abnormally|prominent|line|schwalbe	HP:0007873
almond-shaped|palpebral|fissure	HP:0007874
congenital|blindness	HP:0007875
juvenile|cortical|cataract	HP:0007876
allergic|conjunctivitis	HP:0007879
marginal|corneal|dystrophy	HP:0007880
central|corneal|dystrophy	HP:0007881
slowed|horizontal|saccades	HP:0007885
absent|extraocular|muscles	HP:0007886
iridescent|posterior|subcapsular|cataract	HP:0007889
hypoplasia|lacrimal|puncta	HP:0007892
progressive|retinal|degeneration	HP:0007893
hypopigmentation|fundus	HP:0007894
exudative|retinopathy	HP:0007898
retinal|nonattachment	HP:0007899
hypoplastic|lacrimal|duct	HP:0007900
retinal|malformation	HP:0007901
vitreous|hemorrhage	HP:0007902
pigmented|paravenous|chorioretinal|atrophy	HP:0007903
abnormal|iris|vasculature	HP:0007905
increased|intraocular|pressure	HP:0007906
nonprogressive|congenital|retinal|dystrophy	HP:0007910
congenital|bilateral|ptosis	HP:0007911
reticular|retinal|dystrophy	HP:0007913
polymorphous|posterior|corneal|dystrophy	HP:0007915
tractional|retinal|detachment	HP:0007917
congenital|chorioretinal|dystrophy	HP:0007920
hypermyelinated|retinal|fibers	HP:0007922
foveal|hyperplasia	HP:0007923
slow|decrease|visual|acuity	HP:0007924
lacrimal|duct|aplasia	HP:0007925
abnormal|flash|visual|evoked|potentials	HP:0007928
peripheral|retinal|detachment	HP:0007929
prominent|epicanthal|folds	HP:0007930
bilateral|congenital|mydriasis	HP:0007932
broad|lateral|eyebrow	HP:0007933
juvenile|posterior|subcapsular|lenticular|opacities	HP:0007935
restrictive|external|ophthalmoplegia	HP:0007936
honeycomb|retinal|degeneration	HP:0007937
blue|cone|monochromacy	HP:0007939
limited|extraocular|movements	HP:0007941
internal|ophthalmoplegia	HP:0007942
congenital|stapes|ankylosis	HP:0007943
intermittent|microsaccadic|pursuits	HP:0007944
choroidal|degeneration	HP:0007945
unilateral|narrow|palpebral|fissure	HP:0007946
pericentral|retinitis|pigmentosa	HP:0007947
dense|posterior|cortical|cataract	HP:0007948
progressive|macular|scarring	HP:0007949
peripapillary|chorioretinal|atrophy	HP:0007950
bilateral|choroid|coloboma	HP:0007956
corneal|opacity	HP:0007957
optic|atrophy|cranial|nerve|compression	HP:0007958
rarefaction|retinal|pigmentation	HP:0007961
speckled|corneal|dystrophy	HP:0007962
macroreticular|retinal|dystrophy	HP:0007963
degenerative|vitreoretinopathy	HP:0007964
absence|visual|evoked|potentials	HP:0007965
persistent|hyperplastic|primary|vitreous	HP:0007968
congenital|ptosis	HP:0007970
lamellar|cataract	HP:0007971
retinal|dysplasia	HP:0007973
hypometric|horizontal|saccades	HP:0007975
cerulean|cataract	HP:0007976
gaze-evoked|horizontal|nystagmus	HP:0007979
absent|retinal|pigment|epithelium	HP:0007980
concentric|narrowing|visual|fields	HP:0007981
central|tapetoretinal|dystrophy	HP:0007982
reduced|amplitude|b-wave|(erg)	HP:0007984
retinal|arteriolar|occlusion	HP:0007985
increased|retinal|vascularity	HP:0007986
progressive|visual|field|defects	HP:0007987
macular|hypopigmentation	HP:0007988
intraretinal|exudate	HP:0007989
hypoplastic|iris|stroma	HP:0007990
lattice|retinal|degeneration	HP:0007992
malformed|lacrimal|ducts	HP:0007993
peripheral|visual|field|loss	HP:0007994
decreased|corneal|reflex	HP:0008000
foveal|hyperpigmentation	HP:0008001
abnormality|macular|pigmentation	HP:0008002
jerky|ocular|pursuit|movements	HP:0008003
congenital|corneal|dystrophy	HP:0008005
primary|congenital|glaucoma	HP:0008007
progressive|central|visual|loss	HP:0008008
rows|eyelashes	HP:0008009
peripheral|opacification|cornea	HP:0008011
congenital|myopia	HP:0008012
central|fundal|arteriolar|microaneurysms	HP:0008014
depigmented|lesions|retinal|pigment|epithelium	HP:0008017
superior|lens|subluxation	HP:0008019
progressive|cone|degeneration	HP:0008020
congenital|nuclear|cataract	HP:0008024
horizontal|opticokinetic|nystagmus	HP:0008026
cystoid|macular|degeneration	HP:0008028
retinal|arteritis	HP:0008030
posterior|y-sutural|cataract	HP:0008031
congenital|exotropia	HP:0008033
abnormal|iris|pigmentation	HP:0008034
retinitis|pigmentosa|inversa	HP:0008035
retinal|pigmentary|dystrophy	HP:0008036
absent|anterior|eye|chamber	HP:0008037
aplastic/hypoplastic|lacrimal|glands	HP:0008038
subepithelial|corneal|opacities	HP:0008039
late|onset|congenital|glaucoma	HP:0008041
retinal|arteriolar|constriction	HP:0008043
enlarged|flash|visual|evoked|potentials	HP:0008045
abnormality|retinal|vasculature	HP:0008046
abnormality|vasculature|eye	HP:0008047
abnormality|line|schwalbe	HP:0008048
abnormality|extraocular|muscles	HP:0008049
abnormality|palpebral|fissures	HP:0008050
abnormality|retinal|pigment|epithelium	HP:0008051
abnormal|retinal|folds	HP:0008052
aplasia/hypoplasia|iris	HP:0008053
abnormality|vasculature|conjunctiva	HP:0008054
aplasia/hypoplasia|affecting|uvea	HP:0008055
aplasia/hypoplasia|affecting|eye	HP:0008056
aplasia/hypoplasia|affecting|fundus	HP:0008057
aplasia/hypoplasia|optic|nerve	HP:0008058
aplasia/hypoplasia|macula	HP:0008059
aplasia/hypoplasia|fovea	HP:0008060
aplasia/hypoplasia|affecting|retina	HP:0008061
aplasia/hypoplasia|affecting|anterior|segment|eye	HP:0008062
aplasia/hypoplasia|lens	HP:0008063
ichthyosis	HP:0008064
aplasia/hypoplasia|skin	HP:0008065
abnormal|blistering|skin	HP:0008066
abnormally|lax|hyperextensible|skin	HP:0008067
neoplasm|skin	HP:0008069
sparse|hair	HP:0008070
maternal|hypertension	HP:0008071
maternal|virilization|pregnancy	HP:0008072
low|maternal|serum|estriol	HP:0008073
metatarsal|periosteal|thickening	HP:0008074
progressive|pes|cavus	HP:0008075
osteoporotic|tarsals	HP:0008076
thin|metatarsal|cortices	HP:0008078
absent|metatarsal	HP:0008079
hallux|varus	HP:0008080
valgus|foot|deformity	HP:0008081
medial|deviation|foot	HP:0008082
2nd-5th|toe|middle|phalangeal|hypoplasia	HP:0008083
nonossified|metatarsal	HP:0008087
abnormality|metatarsal|bone	HP:0008089
ankylosis|feet|small|joints	HP:0008090
short|4th|toe	HP:0008093
widely|spaced|toes	HP:0008094
osteolysis|talus	HP:0008095
medially|deviated|toe	HP:0008096
partial|fusion|tarsals	HP:0008097
expanded|metatarsals|widened|medullary|cavities	HP:0008102
delayed|tarsal|ossification	HP:0008103
plantar|crease|toes	HP:0008107
advanced|tarsal|ossification	HP:0008108
equinovarus|deformity	HP:0008110
broad|distal|hallux	HP:0008111
plantar|flexion|contractures	HP:0008112
multiple|plantar|creases	HP:0008113
metatarsal|diaphyseal|endosteal|sclerosis	HP:0008114
toe|clinodactyly	HP:0008115
flexion|limitation|toes	HP:0008116
shortening|talar|neck	HP:0008117
deformed|tarsal|bones	HP:0008119
calcaneonavicular|fusion	HP:0008122
talipes|calcaneovarus	HP:0008124
metatarsal|posteriorly	HP:0008125
bipartite|calcaneus	HP:0008127
tarsal|stippling	HP:0008131
medial|rotation|medial|malleolus	HP:0008132
distal|tapering|metatarsals	HP:0008133
irregular|tarsal|ossification	HP:0008134
equinus|calcaneus	HP:0008138
dislocation|toes	HP:0008141
delayed|calcaneal|ossification	HP:0008142
flattening|talar|dome	HP:0008144
impaired|epinephrine-induced|platelet|aggregation	HP:0008148
elevated|serum|transaminases|infections	HP:0008150
prolonged|prothrombin|time	HP:0008151
periodic|hypokalemic|paresis	HP:0008153
mucopolysacchariduria	HP:0008155
hyperapobetalipoproteinemia	HP:0008158
3-hydroxydicarboxylic|aciduria	HP:0008160
absent|leukocyte|alkaline|phosphatase	HP:0008161
asymptomatic|hyperammonemia	HP:0008162
decreased|circulating|cortisol|level	HP:0008163
reduced|circulating|t-helper|cells	HP:0008165
decreased|beta-galactosidase|activity	HP:0008166
long|chain|fatty|acid|accumulation	HP:0008167
reduced|factor|vii|activity	HP:0008169
neonatal|unconjugated|hyperbilirubinemia	HP:0008176
abnormal|cartilage|matrix	HP:0008178
decreased|electrooculogram|(eog)	HP:0008179
mildly|elevated|creatine|phosphokinase	HP:0008180
abetalipoproteinemia	HP:0008181
adrenocortical|hypoplasia	HP:0008182
precocious|puberty|males	HP:0008185
adrenocortical|cytomegaly	HP:0008186
absence|secondary|sex|characteristics	HP:0008187
thyroid|dysgenesis	HP:0008188
insulin|insensitivity	HP:0008189
thyroid|agenesis	HP:0008191
primary|gonadal|insufficiency	HP:0008193
multiple|pancreatic|beta-cell|adenomas	HP:0008194
absence|pubertal|development	HP:0008197
congenital|hypoparathyroidism	HP:0008198
primary|hyperparathyroidism	HP:0008200
prolactin|deficiency	HP:0008202
precocious|puberty|sertoli|cell|tumor	HP:0008204
insulin-dependent|ketosis-resistant|diabetes	HP:0008205
primary|adrenal|insufficiency	HP:0008207
parathyroid|hyperplasia	HP:0008208
premature|ovarian|failure	HP:0008209
parathyroid|agenesis	HP:0008211
gonadotropin|deficiency	HP:0008213
decreased|serum|estradiol	HP:0008214
adrenal|gland|dysgenesis	HP:0008216
hypocortisolemia	HP:0008220
adrenal|hyperplasia	HP:0008221
female|infertility	HP:0008222
compensated|hypothyroidism	HP:0008223
thyroid|follicular|hyperplasia	HP:0008225
androgen|insufficiency	HP:0008226
pituitary|resistance|thyroid|hormone	HP:0008227
thyroid|lymphangiectasia	HP:0008229
decreased|testosterone|males	HP:0008230
macronodular|adrenal|hyperplasia	HP:0008231
elevated|follicle|stimulating|hormone	HP:0008232
decreased|serum|progesterone	HP:0008233
isosexual|precocious|puberty	HP:0008236
hypothalamic|hypothyroidism	HP:0008237
adrenal|medullary|hypoplasia	HP:0008239
secondary|growth|hormone|deficiency	HP:0008240
pseudohypoaldosteronism	HP:0008242
congenital|adrenal|hypoplasia	HP:0008244
pituitary|hypothyroidism	HP:0008245
euthyroid|hyperthyroxinemia	HP:0008247
thyroid|hyperplasia	HP:0008249
infantile|hypercalcemia	HP:0008250
congenital|goiter	HP:0008251
transient|neonatal|diabetes|mellitus	HP:0008255
adrenocortical|adenoma	HP:0008256
congenital|adrenal|hyperplasia	HP:0008258
adrenocorticotropin|(acth)|receptor|(acthr)|defect	HP:0008259
pancreatic|islet|cell|adenoma	HP:0008261
thyroid|defect|oxidation|organification|iodide	HP:0008263
neutrophil|inclusion|bodies	HP:0008264
mitochondrial|lysine|transport|defect	HP:0008265
increased|red|cell|hemolysis|shear|stress	HP:0008269
abnormal|cartilage|collagen	HP:0008271
renal|tubular|lysine|transport|defect	HP:0008272
transient|aminoaciduria	HP:0008273
abnormal|cone-mediated|electroretinogram	HP:0008275
abnormality|zinc|homeostasis	HP:0008277
cerebellar|cortical|atrophy	HP:0008278
transient|hyperlipidemia	HP:0008279
acute|hyperammonemia	HP:0008281
unconjugated|hyperbilirubinemia	HP:0008282
fasting|hyperinsulinemia	HP:0008283
transient|hypophosphatemia	HP:0008285
nonketotic|hyperglycinemia	HP:0008288
partial|complement|factor|deficiency	HP:0008290
pituitary|corticotropic|cell|adenoma	HP:0008291
long-chain|dicarboxylic|aciduria	HP:0008293
transient|hyperphenylalaninemia	HP:0008297
dermatan|sulfate|excretion|urine	HP:0008301
olivary|degeneration	HP:0008303
exercise-induced|myoglobinuria	HP:0008305
abnormal|iron|deposition|mitochondria	HP:0008306
medium|chain|dicarboxylic|aciduria	HP:0008309
spinal|cord|posterior|columns|myelin|loss	HP:0008311
decreased|activity|mitochondrial|complex|ii	HP:0008314
decreased|plasma|free|carnitine	HP:0008315
abnormal|mitochondria|muscle|tissue	HP:0008316
elevated|leukocyte|alkaline|phosphatase	HP:0008318
impaired|collagen-induced|platelet|aggregation	HP:0008320
reduced|factor|activity	HP:0008321
abnormal|mitochondrial|morphology	HP:0008322
abnormal|rod|cone|electroretinograms	HP:0008323
vitamin|b6|deficiency	HP:0008326
microscopic|nephrocalcinosis	HP:0008327
reduced|von|willebrand|factor|activity	HP:0008330
elevated|creatine|kinase|exercise	HP:0008331
renal|aminoaciduria	HP:0008335
complex|organic|aciduria	HP:0008336
partial|functional|complement|factor|deficiency	HP:0008338
diaminoaciduria	HP:0008339
distal|renal|tubular|acidosis	HP:0008341
elevated|plasma|branched|chain|amino|acids	HP:0008344
hypoplasia|iris|dilator|muscle	HP:0008345
increased|red|cell|sickling|tendency	HP:0008346
decreased|activity|mitochondrial|complex|iv	HP:0008347
immunoglobulin|igg2|deficiency	HP:0008348
impaired|platelet|adhesion	HP:0008352
neutral|hyperaminoaciduria	HP:0008353
factor|activation|deficiency	HP:0008354
combined|hyperlipidemia	HP:0008356
reduced|factor|xiii|activity	HP:0008357
hyperprolinemia	HP:0008358
neonatal|hypoproteinemia	HP:0008360
corticospinal|tract|pallor	HP:0008361
aplasia/hypoplasia|hallux	HP:0008362
aplasia/hypoplasia|tarsal|bones	HP:0008363
abnormality|calcaneus	HP:0008364
abnormality|talus	HP:0008365
contractures|involving|joints|feet	HP:0008366
tarsal|synostosis	HP:0008368
abnormal|tarsal|ossification	HP:0008369
abnormal|metatarsal|ossification	HP:0008371
abnormality|vitamin|metabolism	HP:0008372
puberty|gonadal|disorders	HP:0008373
nasal|dysarthic|speech	HP:0008376
slow-growing|nails	HP:0008383
aplasia/hypoplasia|nails	HP:0008386
abnormality|toenail	HP:0008388
recurrent|loss|toenails|fingernails	HP:0008390
dystrophic|fingernails	HP:0008391
subungual|hyperkeratosis	HP:0008392
congenital|curved|nail|fourth|toe	HP:0008393
congenital|onychodystrophy	HP:0008394
chronic|monilial|nail|infection	HP:0008396
hypoplastic|fingernail	HP:0008398
circumungual|hyperkeratosis	HP:0008399
onycholysis|distal|fingernails	HP:0008400
onychogryposis|toenails	HP:0008401
ridged|fingernail	HP:0008402
nail|dystrophy	HP:0008404
hyperconvex|thumb|nails	HP:0008407
subungual|hyperkeratotic|fragments	HP:0008410
lumbar|kyphosis|infancy	HP:0008414
lumbar|vertebrae	HP:0008416
vertebral|hypoplasia	HP:0008417
squared-off|platyspondyly	HP:0008418
intervertebral|disc|degeneration	HP:0008419
punctate|vertebral|calcifications	HP:0008420
tall|lumbar|vertebral|bodies	HP:0008421
vertebral|wedging	HP:0008422
spinal|dysplasia	HP:0008423
hypoplastic|5th|lumbar|vertebrae	HP:0008424
cuboid-shaped|thoracolumbar|vertebral|bodies	HP:0008425
vertebral|clefting	HP:0008428
anterior|beaking|lumbar|vertebrae	HP:0008430
anterior|wedging|l1	HP:0008432
reversed|usual|vertebral|column|curves	HP:0008433
hypoplastic|cervical|vertebrae	HP:0008434
absent|utero|ossification|vertebral|bodies	HP:0008435
absent/hypoplastic|coccyx	HP:0008436
bifid|thoracic|vertebrae	HP:0008437
vertebral|arch|anomaly	HP:0008438
lumbar|hemivertebrae	HP:0008439
c1-c2|vertebral|abnormality	HP:0008440
herniation|intervertebral|nuclei	HP:0008441
vertebral|hyperostosis	HP:0008442
spinal|deformities	HP:0008443
posterior|wedging|vertebral|bodies	HP:0008444
cervical|spinal|canal|stenosis	HP:0008445
hypoplastic|coccygeal|vertebrae	HP:0008447
progressive|cervical|vertebral|spine|fusion	HP:0008449
narrow|vertebral|interpedicular|distance	HP:0008450
posterior|vertebral|hypoplasia	HP:0008451
wafer-thin|platyspondyly	HP:0008452
congenital|kyphoscoliosis	HP:0008453
lumbar|kyphosis	HP:0008454
dysplastic|sacrum	HP:0008455
c2-c3|subluxation	HP:0008456
caudal|interpedicular|narrowing	HP:0008457
progressive|congenital|scoliosis	HP:0008458
cervical|vertebral|agenesis	HP:0008459
hypoplastic|spinal|processes	HP:0008460
cervical|vertebral|facet|hypoplasia	HP:0008461
cervical|instability	HP:0008462
central|vertebral|hypoplasia	HP:0008463
absent|spinous|processes|lower|thoracic|lumbar|vertebrae	HP:0008464
absent|vertebrae	HP:0008465
thoracic|hemivertebrae	HP:0008467
abnormal|sacral|segmentation	HP:0008468
cervical|vertebral|dysplasia	HP:0008469
lower|thoracic|interpediculate|narrowness	HP:0008470
prominent|protruding|coccyx	HP:0008472
narrow|anterio-posterior|vertebral|body|diameter	HP:0008473
hypoplastic|sacral|vertebrae	HP:0008475
irregular|sclerotic|endplates	HP:0008476
poorly|ossified|cervical|vertebrae	HP:0008477
scheuermann-like|vertebral|changes	HP:0008478
hypoplastic|vertebral|bodies	HP:0008479
cervical|spondylosis	HP:0008480
asymmetry|spinal|facet|joints	HP:0008482
