relation_id	relation_name	gene_words	hpoterm_words	words	sentences_before	sentences_after	expectation
RELATION_GENEHPOTERM_journal.pone.0103980.pdf_234_234_12_12_26_27	GH/HP:0004942|Aortic aneurysm	{12}	{26,27}	{Chaikof,EL,",",Blankensteijn,JD,",",Harris,PL,",","\\\\",/,Vhite,GH,",",Zarins,CK,",",et,al.,(,2002,),Reporting,standards,for,endovascular,aortic,aneurysm,repair,.}	{"Sakamoto I , Sueyoshi E , Hazama S , l\\\\/Iakino K , Nishida A , et al. ( 2005 ) Endovascular treatment of iliae artery aneurysms .","Radiographics 25 Suppl 1 : S2l3 — 227 ."}	{"J Vase Surg 35 : 1048 — l060 .","Scheinert D , Schroder l \\\\ ’ I , Steinkamp H , Ludwig ] , Biamino G ( 2000 ) Treatment of iliae artery aneurysms by percutaneous implantation of stent grafts ."}	0.508
RELATION_GENEHPOTERM_journal.pone.0076050.pdf_180_180_4_4_11_11	BDNF/HP:0100785|Insomnia	{4}	{11}	{Contrasts,showed,that,serum,BDNF,levels,in,the,group,with,no,insomnia,were,significantly,higher,compared,to,the,groups,reporting,sub,threshold,and,clinical,insomnia,(,F,(,1,),=,5.33,;,p,=,0.026,),;,(,no,insomnia,n,=,24,;,sub,threshold,insomnia,n,=,16,",",clinical,insomnia,n,=,10,),.}	{"Plotted means and standard errors estimated by ANCOVA with serum BDNF as dependent variable , insomnia severity group as independent variable and smoking as covariate .","For all three insomnia severity groups the overall effect on serum BDNF was not significant ( F ( 2 ) = 2.67 ; p : 0.080 ) ."}	{"* Denotes statistical significance at p < 0.05 .","doi :10.1371 / journa | ."}	0.75
RELATION_GENEHPOTERM_journal.pmed.0020263.pdf_63_63_2_2_17_17	CAPON/HP:0100753|Schizophrenia	{2}	{17}	{This,places,CAPON,at,the,scene,of,NMDAR,glutamate,neurotransmission,",",long,proposed,to,be,involved,in,schizophrenia,(,reviewed,in,[,15,],),.}	{"CAPON was ﬁrst identiﬁed in the rat as a neuronal nitric oxide synthase ( nNOS ) binding protein , capable of disrupting the association of nNOS with the postsynaptic density scaffolding proteins PSD93 and PSD95 through the binding of the carboxyl terminus of CAPON to nNOS [ 12 ] .","The interaction of nNOS with PSD93 and PSD95 is important in targeting nNOS to the postsynaptic NmethylD-aspartate receptor ( NMDAR ) complex and facilitates the tight coupling between activation of the NMDAR and nNOS , allowing nNOS activation by Ca2 + inﬂux through the NMDAR and producing NMDAR-mediated NO release into the synaptic structures [ 13,14 ] ."}	{"CAPON can also serve as an nNOS adaptor protein , with the amino terminus binding either to a direct target of NO-mediated activation by S-nitrosylation [ 16 ] or to Synapsin [ 17 ] , resulting in the localization of nNOS to the presynaptic terminals .","Sequencing of the coding region of CAPON in individuals from the Canadian linkage sample failed to identify any coding mutations associated with illness [ 10 ] , consistent with current results for other candidate genes for schizophrenia [ 18 ] ."}	0.494
RELATION_GENEHPOTERM_journal.pone.0047286.pdf_529_529_28_28_37_37	HSPC/HP:0003124|Hypercholesterolemia	{28}	{37}	{appears,to,be,a,potent,stimulator,for,HSPC,differentiation,into,Ly-6cm,and,F4/80,+,monocytes,and,Ly-Gm,myeloid,cells,;,(,2,),The,effect,of,LDL,on,HSPC,seems,to,be,dose,-,dependent,:,mild,hypercholesterolemia,",",such,as,in,LDLr,_,/,_,mice,on,normal,diet,",",causes,an,increase,in,myelomonocytic,cells,in,the,blood,",",while,high,cholesterol,levels,cause,a,much,more,pronounced,effect,both,on,proliferation,",",mobilization,and,differentiation,of,HSPC,.}	{"OO47286 .",gOO8}	{"Consistently , when isolated LSK cells were treated with LDL for 14 days in vitro , skewed differentiation of LSK cells toward myeloid cells was seen .","Furthermore , LDL-induced HSPC differentiation toward granulocytes was inhibited by addition of the pERK inhibitor , U0126 ."}	0.498
RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0030834.pdf_32_32_43_43_34_35_UNSUP	FTDP-17/HP:0002145|Frontotemporal dementia	{43}	{34,35}	{Tau,drives,neurite,outgrowth,by,promoting,the,assembly,of,microtubules,",",which,is,critical,for,the,establishment,of,neuronal,cell,polarity,@,4V3,In,Alzheimer,’s,disease,and,other,neurodegenerative,diseases,",",such,as,frontotemporal,dementia,and,parkinsonism,linked,to,chromosome,17,(,FTDP-17,),",",tau,becomes,highly,phosphorylated,and,forms,a,paired,helical,ﬁlament,[,3,],.}	{"Tau is a microtubule-associated protein found predominantly in the central nervous system and expressed mainly in neuronal axons @G 2 Tau has six splicing isoforms , ranging in size from 352 to 441 amino acid residues [ 2 ] .","The shortest tau isoform is expressed only in fetal brain , and the other ﬁve are expressed developmentally in the adult brain [ 3 ] ."}	{"Hyperphosphorylated tau-based neuroﬁbrillary lesions are the predominant brain pathology in these disorders , which are referred to collectively as “ tauopathies ” [ 5 ] Leucine-rich repeat kinase 2 ( LRRK2 ) is the causative molecule of familial Parkinson ’s disease ( PD ) [ 6,7 ] .","It is a 286-kDa protein containing an N-terminal leucine-rich repeat , a Ras of complex protein ( ROG ) GTPase domain , a C-terminal of the Roc region , a kinase domain , and a \\\\ ND4O domain P M3 LRRK2 is widely expressed in many organs , such as the brain , heart , kidney , lung , and liver [ 9 , l0 ] ."}	0.858
RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0012639.pdf_620_620_29_29_34_35_UNSUP	KLF6/HP:0012125|Prostate cancer	{29}	{34,35}	{Narla,G,",",DiFeo,A,",",Yao,S,",",Banno,A,",",Hod,E,",",et,al.,(,2005,),Targeted,inhibition,of,the,KLF,6,splice,variant,",",KLF6,SV,1,",",suppresses,prostate,cancer,cell,growth,and,spread,.}	{"Narla G , Difeo A , Reeves HL , Schaid DJ , Hirshfe1dJ , et al. ( 2005 ) A germline DNA polymorphism enhances alternative splicing of the KLF 6 tumor suppressor gene and is associated with increased prostate cancer risk .","Cancer Res 65 : 121341222 ."}	{"Cancer Res 65 : 576145768 .","Spinola NI , Leoni VP , Galvan A , Korsching E , Conti B , et al. ( 2007 ) Genomewide single nucleotide polymorphism analysis of lung cancer risk detects the KLF6 gene ."}	0.792
RELATION_GENEHPOTERM_SCPDFS_20867.pdf_422_422_32_32_38_38	MDGA1/HP:0100602|Preeclampsia	{32}	{38}	{The,biological,and,clinical,roles,of,genes,showing,monoallelic,expression,will,be,of,great,interest,in,the,future,",",especially,considered,in,light,of,the,fact,that,the,monoallelically,expressed,ERAP2,and,MDGA1,genes,have,been,associated,with,preeclampsia,and,schizophrenia,",",respectively,(,Table,1,),.}	{"Included among these is the ERAP2 gene , in agreement with a previous report ( Bjornsson et al. , 2008 ) .","To our knowledge , the remaining four autosomal genes are new monoallelically expressed genes reported here for the ﬁrst time ."}	{"It has been previously demonstrated that allelic imbalances in gene expression are involved in the pathogenesis of human diseases .","For examples , an allelic imbalance of BRCA1 and BRCA2 expression is associated with breast cancer risk ( Chen et al. , 2008 ) ."}	0.646
RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0082773.pdf_597_597_24_24_38_39_UNSUP	TP53/HP:0001402|Hepatocellular carcinoma	{24}	{38,39}	{Ezzikouri,S,",",Essaid,El,Feydi,A,",",Aﬁfi,R,",",Benazzouz,NI,",",Hassar,NI,",",et,al.,(,2011,),Impact,of,TP53,codon,72,and,IVIDIVI2,promoter,309,allelic,dosage,in,a,Nloroccan,population,with,hepatocellular,carcinoma,.}	{"VVorldJ Gastroenterol 15 : 5592 — 5597 .","Dharel N , Kato N , Nluroyama R , l\\\\/Ioriyama IVI , Shao RX , et al. ( 2006 ) IVIDIVI2 promoter SNP309 is associated with the risk of hepatocellular carcinoma in patients with chronic hepatitis C. Clin Cancer Res 12 : 4867 — 487l ."}	{"Int J Biol l \\\\ Iarkers 26 : 229 — 233 .","Di Vuolo V , Buonaguro L , Izzo F , Losito S , Botti G , et al. ( 2011 ) TP53 and NIDNI2 gene polymorphisms and risk ofhepatocellular carcinoma among Italian atients ."}	0.784
RELATION_GENEHPOTERM_journal.ppat.1003207.pdf_284_284_11_11_21_22	CD4/HP:0001824|Weight loss	{11}	{21,22}	{In,all,cases,",",depletion,of,CD8,+,and,/,or,CD4,+,T,cells,did,not,increase,the,severity,of,weight,loss,.}	{"— .","GP33 rechallenge with depletion being veriﬁed as > 97 % in the lungs ."}	{"There was a slight but non-significant decrease in oxygen saturation following the depletion of CD8 + T cells , which was ampliﬁed when both CD4 and CD8 + T cells were depleted ( Fig .","4A ) ."}	0.488
RELATION_GENEHPOTERM_gb-2012-13-11-r107.pdf_505_505_59_59_65_66	AM/HP:0012125|Prostate cancer	{59}	{65,66}	{Jrensner,JR,",",lyer,MK,",",Balbin,OA,",",Dhanasekaran,SM,",",Cao,Q,",",Brenner,JC,",",_,axman,B,",",Asangani,lA,",",Grasso,CS,",",Kominsky,HD,",",Cao,X,",",Jing,X,",",Wang,X,",",Siddiqui,J,",",Wei,JT,",",Robinson,D,",",lyer,HK,",",Palanisamy,N,",",Maher,CA,",",Chinnaiyan,AM,:,Transcriptome,sequencing,across,a,prostate,cancer,cohort,identiﬁes,PCAT-1,",",an,unannotated,lincRNA,implicated,in,disease,progression,.}	{"Guttman M , Donaghey J , Carey BW , Garber M , Grenier JK , Munson G , Young G , Lucas AB , Ach R , Bruhn L , Yang X , Amit l , Meissner A , Regev A , Rinn JL , Root DE , Lander ES : | incRNAs act in the circuitry controlling pluripotency and differentiation .","Nature 2011 , 477:295 -300 ."}	{"Nat Blotechnol 2011 , 29:742 -749 .","Cesana M , Cacchiarelli D , Legnini l , Santini T , Sthandier O , Chinappi M , Tramontano A , Bozzoni l : A long noncoding RNA controls muscle differentiation by functioning as a competing endogenous RNA ."}	0.364
RELATION_GENEHPOTERM_SCPDFS_23960.pdf_1188_1188_1_1_7_7	N-myc/HP:0003006|Neuroblastoma	{1}	{7}	{The,N-myc,paradox,:,N-myc,overexpression,in,neuroblastomas,is,associated,with,sensitivity,as,well,as,resistance,to,apoptosis,.}	{"62 , 2157-2161 .","van Noesel , M.M. , Pieters , R. , Voute , P.A. , Versteeg , R. , 2003a ."}	{"Cancer Lett .","197 , 165 - 172 ."}	0.506
RELATION_GENEHPOTERM_journal.pone.0084722.pdf_564_564_8_8_20_21	DC/HP:0002133|Status epilepticus	{8}	{20,21}	{Gilby,KL,",",Da,Silva,AG,",",Nfclntyre,DC,(,2005,),Differential,GABA,(,A,),subunit,expression,following,status,epilepticus,in,seizure,~,prone,and,seizure,—,resistant,rats,:,a,putative,mechanism,for,refractory,drug,response,.}	{"Buckmaster PS , Dudek FE ( 1997 ) Neuron loss , granule cell axon reorganization , and functional changes in the dentate Q'rus of epileptic kainate-treated rats .","J Comp Neurol 385 : 385 — 404 ."}	{"Epilepsia 46 Suppl 5 : 349 .","Nfclntyre DC , Gilby KL ( 2007 ) Genetically seizure-prone or seizure-resistant phenotypes and their associated behavioral comorl ) idities ."}	0.44
RELATION_GENEHPOTERM_journal.pone.0019297.pdf_25_25_11_11_23_23	LMO3/HP:0003006|Neuroblastoma	{11}	{23}	{Thus,",",our,present,results,suggest,that,a,transcriptional,complex,of,LMO3,and,HEN2,may,contribute,to,the,genesis,and,malignant,phenotype,of,neuroblastoma,by,inhibiting,HES1,which,suppresses,the,transactivation,of,Mashl,.}	{"Chromatin immunoprecipitation assay revealed that LMO3 and HEN2 reduce the amount of HES1 recruited onto putative HES1 — binding sites and E — box within the Mashl promoter .","Furthermore , both LMO3 and HEN2 are physically associated with HES1 by immunoprecipitation assay ."}	{"Citation : Isogai E , Ohira M , Ozaki T , Oba S , Nakamura Y , et al. ( 2011 ) Oncogenic LMO3 Collaborates with HEN2 to Enhance Neuroblastoma Cell Growth through Transactivation of Mashl .","PLoS ONE 6 ( 5 ) : e19297 ."}	0.482
RELATION_GENEHPOTERM_journal.pone.0090627.pdf_480_480_15_15_20_21	IP/HP:0001402|Hepatocellular carcinoma	{15}	{20,21}	{Liu,L,",",Xie,Y,",",Lou,L,(,2005,),Cyclic,A1,"\\\\",’,IP,inhibition,of,proliferation,of,hepatocellular,carcinoma,cells,is,mediated,by,Akt,.}	{"Biochim Biophys Acta 1449 : 2614268 .","11 ."}	{"Cancer Biol Ther 4 : 12404 1247 .","12 ."}	0.24
RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0004513.pdf_423_423_12_12_19_19_UNSUP	RAX/HP:0000528|Anophthalmia	{12}	{19}	{Voronina,VA,",",et,al.,(,2004,),Mutations,in,the,human,RAX,homeobox,gene,in,a,patient,with,anophthalmia,and,sclerocornea,.}	{"Mech Dev 85 : 193 — 5 .","8 ."}	{"Hurn Mol Genet 13 : 3l5 — 22 .","9 ."}	0.838
RELATION_GENEHPOTERM_journal.pgen.1002319.pdf_1049_1049_11_11_24_25	P2/HP:0004336|Myelin outfoldings	{11}	{24,25}	{Our,results,therefore,suggest,that,imbalance,of,PtdIns,(,"3,5",),P2,is,at,the,basis,of,altered,longitudinal,myelin,growth,and,formation,of,myelin,outfoldings,.}	{"- elm r2","this model , we observed that downregulation of PIKfyve expression or inhibition of its activity in A / [ tmr2-null co-cultures reduced myelin outfoldings , as also observed with Fig4 heterozygosity ( Figure 11 ) ."}	{"The observed rescue of myelin outfoldings is likely mediated by restored PtdIns ( 3,5 ) P2 rather than PtdIns5P .","PtdIns5P may be produced via dephosphorylation of PtdIns ( 3,5 ) P2 by MTMRs , and can also be generated , at least in vitro , by PIKfyve acting on phosphatidylinositol [ 34 ] ."}	0.514
RELATION_GENEHPOTERM_journal.pone.0098826.pdf_775_775_11_13_24_24	ribonucleotide_reductase_M1/HP:0002884|Hepatoblastoma	{11,12,13}	{24}	{Byrne,JA,",",Smith,PJ,(,1993,),The,11p15,.5,ribonucleotide,reductase,M1,subunit,locus,is,not,imprinted,in,VVilms,’,tumour,and,hepatoblastoma,.}	{"122 : 219431 .","32 ."}	{"Hum Genet 91 : 27547 .","33 ."}	0.512
RELATION_GENEHPOTERM_journal.pone.0003289.pdf_298_298_3_3_9_10	IL-18/HP:0001370|Rheumatoid arthritis	{3}	{9,10}	{In,humans,",",IL-18,over-expression,has,been,reported,in,rheumatoid,arthritis,",",sarcoidosis,",",adult-onset,Still,’s,disease,",",vasculitis,",",lupus,",",urticaria}	{"IL-18 has been proposed to have a role in a number of inﬂammatory and autoimmune disorders in mice and man [ 46 ] .","In mice , IL-l8 may have a role in lupus nephritis [ 47 ] ."}	{"PP > $ + PLoS ONE | www .","p | osone.org and histiocytosis [ 23,48 — 54 ] ."}	0.738
RELATION_GENEHPOTERM_SUP_F_G_journal.pone.0023332.pdf_511_511_1_1_14_14_UNSUP	S3/HP:0009733|Glioma	{1}	{14}	{Figure,S3,Ip/19q,codeletions,in,correlation,with,overall,survival,",",progression-free,survival,in,low-grade,glioma,patients,.}	{"Figure S2 Differences of methylation levels of LINE-l between mutated IDH1/2 and wild-type .","Among LGGs , IDH ] / 2 mutation exhibited higher methylation level of LINE-l , although insigniﬁcant , than wild-type IDH ] / 2 , mean ; 69.0 i2 .5 % , 67.6 i3 .4 % , p = 0.144 * Among primary and secondary GBMs , mutated IDH ] / 2 did not exhibited the differences of methylation level of LINE-1 , compared with wild-type IDH ] / 2 although we analyzed only 5 mutated IDH ] / 2 , mean ; 65.5:4.8 % , 66.3:4.2 % , p = 0.449 x * ( TIFF )"}	{"Using a log-rank test , a univariate analysis revealed that prolonged PFS ( A ) and OS ( B ) was signiﬁcantly correlated only with the presence of 110/199 codeletion .","( TIFF )"}	0.246
RELATION_GENEHPOTERM_journal.pone.0070515.pdf_668_668_31_31_27_27	CDK4/HP:0009919|Retinoblastoma	{31}	{27}	{Konecny,GE,",",Wlinterhoff,B,",",Kolarova,T,",",*,2,J,",",l,"\\\\",Ianivong,K,",",et,al.,(,2011,),Expression,of,p16,and,retinoblastoma,determines,response,to,CDK4,/,6,inhibition,in,ovarian,cancer,.}	{"Dean JL , lVIcClendon AK , Hickey TE , Butler Ll \\\\ I , Tilley VVD , et al. ( 2012 ) Therapeutic response to CDK4 / 6 inhibition in breast cancer defined by ex vivo analyses of human tumors .","Cell Cycle 11 : 275642761 ."}	{"Clin Cancer Res 17 : 159141602 .","Nlelo SA , l \\\\ ’ Ioutinho C , Ropero S , Calin GA , Rossi S , et al. ( 2010 ) A genetic defect in exportin ~ 5 traps precursor microRNAs in the nucleus of cancer cells ."}	0.424
RELATION_GENEHPOTERM_journal.pone.0078887.pdf_861_861_23_23_38_39	ABIN-1/HP:0012191|B-cell lymphoma	{23}	{38,39}	{Dong,G,",",Chanudet,E,",",Zeng,N,",",Appert,A,",",Chen,YVV,",",et,al.,(,201,1,),A20,",",ABIN-1,/,2,",",and,CARDl1,mutations,and,their,prognostic,value,in,gastrointestinal,diffuse,large,B-cell,lymphoma,.}	{"Kato l \\\\ ’ I , Sanada l \\\\ ’ I , Kato I , Sato Y , TakitaJ , et al. ( 2009 ) Frequent inactivation of A20 in B-cell lymphomas .","Nature 459 : 7124716 ."}	{"Clin Cancer Res 17 : 1440 — l451 .","Huang HL , Yeh VVC , Lai IVIZ , lVIirtsos C , Chau H , et al. ( 2009 ) Impaired TNFoc ~ induced A20 expression in ElA/Ras-transformed cells ."}	0.494
RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0015647.pdf_364_364_44_44_48_49_UNSUP	PTEN/HP:0003002|Breast carcinoma	{44}	{48,49}	{Saal,LH,",",Holm,K,",",l,"\\\\",’,Iaurer,NI,",",l,"\\\\",’,Iemeo,L,",",Su,T,",",et,al.,(,2005,),PIK3CA,mutations,correlate,with,hormone,receptors,",",node,metastasis,",",and,ERBB2,",",and,are,mutually,exclusive,with,PTEN,loss,in,human,breast,carcinoma,.}	{"Proc Natl Acad Sci U S A 103 : 147541479 .","7 ."}	{"Cancer Res 65 : 2554 ~ 2559 .","8 ."}	0.984
RELATION_GENEHPOTERM_journal.pone.0067560.pdf_187_187_4_4_16_16	FFAR2/HP:0002099|Asthma	{4}	{16}	{In,Figure,4B,",",FFAR2,and,CNR2,were,selected,as,genes,that,have,been,connected,with,asthma,and,/,or,allergy,and,have,been,reported,to,be,expressed,by,EOS,[,"31,32",],.}	{"As shown in Figure 4A , expression of both genes was highly up-regulated by SBP-Ag , and strongly decreased ( > 80 % ) by mepolizumab .","Both genes displayed very high levels in pure BAL EOS compared to total BAL cells , suggesting that EOS are likely the main source of IL5RA and LTCS4 in BAL cells obtained after SBP-Ag ."}	{"Both genes exhibited the same proﬁle as IL5RA and LTCS4 , indicating that EOS are also an important source of FFAR2 and CNR2 in BAL cells .","In addition , 4 of the 41 genes for which expression in EOS has not previously been described were randomly selected ."}	0.49
RELATION_GENEHPOTERM_SUP_MAP_SCPDFS_40988.pdf_11_11_13_13_0_0_UNSUP	ATM/HP:0001251|Ataxia	{13}	{0}	{Ataxia,telangiectasia,(,AT,),is,an,autosomal,recessive,gene,disorder,",",and,ATM,",",a,housekeeping,gene,",",has,been,identiﬁed,as,the,gene,responsible,for,AT,.}	{apan,"Peceived December 26 , 1996 ; accepted April 15 , 1997"}	{"Recently we found that another housekeeping gene , NPAT , is located upstream of ATM on human chromosome 11 .","The two housekeeping genes are transcribed in opposite directions and share a 0.5-kb 5 ’ ﬂanking sequence ."}	0.836
RELATION_GENEHPOTERM_journal.pone.0022849.pdf_87_87_0_0_11_13	C2/HP:0005584|Renal cell carcinoma	{0}	{11,12,13}	{C2,"\\"",HL,"\\"",',(,C2VHL,—,/,_,),renal,carcinoma,cells,deﬁcient,in,pVHL,",",and,ARPEl9,retinal,pigment,epithelial,cells,.}	{"Forced H | F — 1oc degradation under hypoxia by cell treatment with hypericin Aiming to decipher the mechanism for the anti-angiogenic activity of hypericin [ l3 ] , we examined whether hypericin affects HIF-lot adaptive stabilization , which occurs under hypoxia in the absence of proline and asparagine hydroxylation [ l ] in three human cell lines : U87-MG glioblastoma cells , Rcc .","— ."}	{"The cells were ﬁrst exposed to hypericin for 72 hrs , the time required for optimal hypericin effects to develop and hypoxia generated chemically with CoCl2 and with a low oxygen atmosphere ( 0.5 % 02 , 5 % CO2 and 94.5 % N2 ) for the last 6 hours of treatment to prevent hypoxic cytotoxicity .","HIF-lot levels were analyzed in cytosolic and nuclear fractions by Western blots ."}	0.208
RELATION_GENEHPOTERM_journal.pone.0034480.pdf_50_50_10_10_15_15	PIN/HP:0002099|Asthma	{10}	{15}	{For,example,",",if,the,user,wishes,to,generate,a,PIN,that,is,speciﬁc,to,asthma,but,not,diabetes,",",the,query,could,be,formulated,as,‘,asthma,NOT,diabetes,.}	{"Here we report the development of a web application we name ‘ Context-speciﬁc Protein Network Miner ( CPNM ) ’ , which generates PINs in real time from the current version of the PubMed database based on a speciﬁc set of keywords provided by the user .","The keywords in conjunction with the operators ( AND/OR / NOT ) deﬁne the speciﬁc biological context of user interest ."}	{"’ To our knowledge , there exists no other PIN generating system currently available with similar context-search capability .","Compared to the existing systems , CPNM provides a combination of several unique features , making it a useful tool for biomedical research : ( 1 ) CPNM provides PI information speciﬁc to the biological context that may include interaction types and direction , related gene ontology ( GO ) - terms , related diseases and tissues , and other related concepts provided as input by the user ; ( 2 ) CPNM ’s ontology-based expansion of query terms provides better coverage of the search results and an enhancement of the PubMed query capabilities ; ( 3 ) online-processing of PubMed abstracts ensures consistently up-to-date search results ; and ( 4 ) CPNM outputs PINS containing type and directionality of protein interactions , along with summary statistics of the interaction network , making identiﬁed PINs more useful ."}	0.504
RELATION_GENEHPOTERM_SCPDFS_24384.pdf_13_13_0_0_11_11	SHP-1/HP:0002665|Lymphoma	{0}	{11}	{SHP-1,has,been,proposed,as,a,candidate,tumor,suppressor,gene,in,lymphoma,",",leukemia,and,other,cancers,",",as,it,functions,as,an,antagonist,to,the,growth-promoting,and,oncogenic,potentials,of,tyrosine,kinase,.}	{Abstract,"SHP-1 , an SH2 domain-containing protein tyrosine phosphatase , is primarily expressed in hematopoietic cells and behaves as a key regulator controlling intracellular phosphotyrosine levels in lymphocytes ."}	{"The decreased levels of SHP-1 protein and SHP-1 mRNA observed in various leukemia and lymphoma cell lines have been attributed to either the methylation of the promoter region of the SHP-1 gene or the post-transcriptional block of SHP-1 protein synthesis .","In contrast , SHP-1 protein is normally or over-expressed in some non-lymphocytic cell lines , such as prostate cancer , ovarian cancer and breast cancer cell lines ."}	0.506
RELATION_GENEHPOTERM_journal.pone.0084417.pdf_497_497_6_6_11_11	CD133/HP:0002861|Melanoma	{6}	{11}	{Expression,of,NGF-R,",",CD33,and,CD133,on,distinct,populations,of,melanoma,cells,.}	{"FL1-H : CD146 FITC","Figure 3 ."}	{"A , Patient — derived melanoma cells ( n = 3 ) were stained with a PE — | abeled monoclonal antibody ( mAb ) against NGF .","— ."}	0.212
RELATION_GENEHPOTERM_SCPDFS_20739.pdf_411_411_7_7_19_19	GSTM1/HP:0002099|Asthma	{7}	{19}	{Glutathione,S,—,transferase,mu,1,(,GSTM1,),and,theta,1,(,GSTT1,),genetic,polymorphisms,and,atopic,asthma,in,children,from,Southeastern,Brazil,.}	{"80 , 39-43 .","Lima , C.S. , Néri , l.A. , Lourenco , G.J. , Faria , l.C. , Ribeiro , J.D. , Bertuzzo , C.S. , 2010 ."}	{"Genet .","Mol ."}	0.53
RELATION_GENEHPOTERM_journal.pone.0035683.pdf_391_391_3_3_16_17	GIPR/HP:0003651|Foam cells	{3}	{16,17}	{This,down-regulation,of,GIPR,in,macrophages,may,have,been,limited,enough,to,permit,the,suppression,of,foam,cell,formation,by,the,several-fold,increase,of,circulating,GIP,levels,.}	{"Similar to what we found in STZinduced diabetic Apof / _ mice , foam cell formation was substantially stimulated in db/db diabetic mice , and the GIP infusion signiﬁcantly attenuated foam cell formation without affecting glucose levels .","GIPR in pancreatic islets was remarkably diminished in db/db diabetic mice , whereas that in peritoneal macrophages was only marginally reduced ."}	{"Conclusions Chronic administration of GIP remarkably suppressed the progression of atherosclerosis in STZ-induced diabetic Apne - / _",References}	0.47
RELATION_GENEHPOTERM_SCPDFS_46057.pdf_322_322_19_19_22_23	LGALS2/HP:0001658|Myocardial infarction	{19}	{22,23}	{Atherosclerosis,172,",",197-198,19,Kimura,",",A.,et,al.,(,2007,),Lack,of,association,between,LTA,and,LGALS2,polymorphisms,and,myocardial,infarction,in,Japanese,and,Korean,populations,.}	{"41 , 329-333 17 Clarke , R. et al. ( 2006 ) Lyrnphotoxin — alpha gene and risk of myocardial infarction in 6,928 cases and 2,712 controls in the ISIS case-control study .","PLoS Genet 2 , e107 18 Iwanaga , Y. et al. ( 2004 ) Association analysis between polymorphisms of the lymphotoxin-alpha gene and myocardial infarction in a Japanese population ."}	{"Tissue Antigens 69 , 265-269","20 Koch , W. et al. ( 2007 ) Association of variants in the BAT1NFKBIL1LTA genomic region with protection against myocardial infarction in Europeans ."}	0.278
RELATION_GENEHPOTERM_journal.pone.0034912.pdf_450_450_18_18_29_29	JAK3/HP:0002099|Asthma	{18}	{29}	{Intriguingly,",",eosinophilic,gastroenteritis,patients,express,high,levels,of,phospho-JAK3,",",which,is,coincident,with,the,ﬁnding,that,JAK3,activation,is,critical,for,airway,eosinophilic,inﬂammation,",",as,in,asthma,and,rhinitis,[,26,],.}	{gOO7,"JAK3 , participates in the pathogenesis of F/P ( + ) CEL ."}	{"In addition , the F/P-induced activation of Stat3 and Stat5 observed in our study was consistent with previous ﬁndings [ l ,5,27,28 ] .","EOL-1 cells harbor the F / P fusion gene , which inhibits eosinophilic precursor cells from differentiating into mature eosinophils , but also causes transformation into leukemia cells [ 20 ] ."}	0.502
RELATION_GENEHPOTERM_journal.pone.0086671.pdf_55_55_10_10_17_18	CD26/HP:0100001|Malignant mesothelioma	{10}	{17,18}	{More,recently,",",we,have,identiﬁed,CD9,",",CD24,and,CD26,as,cancer,stem,cell,markers,of,malignant,mesothelioma,cells,that,correlated,with,primary,stem,cell,signatures,[,"22,23",],.}	{"While an inverse correlation between CD9 expression and metastatic development was observed in melanoma , cervical carcinoma and multiple myeloma , up-regulation of CD9 was demonstrated in aggressive gastric carcinoma [ 20 ] and high-grade astrocytic tumors [ 21 ] .","The regulatory role of CD9 in cell motility therefore appears to be complex and may vary depending on the presence of an endothelial barrier and other factors ."}	{"In addition , CD26 and CD9 have been reported to be associated with several cell surface molecules such as CD45 , CXCR4 , M6P/IGFIIR [ 3 ] , and integrin family molecules [ 24 ] , respectively .","Our present study focused on the molecular association between CD26 and CD9 and found that the interaction between these two molecules plays a signiﬁcant role in invasiveness , motility , and proliferation of malignant mesothelioma cells ."}	0.482
RELATION_GENEHPOTERM_journal.pone.0026419.pdf_656_656_10_10_22_24	CR/HP:0001919|Acute kidney injury	{10}	{22,23,24}	{Coca,SG,",",Yalavarthy,R,",",Concato,J,",",Parikh,CR,(,2008,),Biomarkers,for,the,diagnosis,and,risk,stratification,of,acute,kidney,injury,:,a,systematic,review,.}	{"Am J Physiol Renal Physiol 297 : F2184F227 .","90617.2008 [ pii ] ; 10.1152 / ajprenal .90617.2008 [ doi ] ."}	{"Kidney Int 73 : 100841016 .","5002729 [ pii ] ; 10.1038 / sj ."}	0.262
RELATION_GENEHPOTERM_SCPDFS_50876.pdf_157_157_13_13_18_19	LIF/HP:0001370|Rheumatoid arthritis	{13}	{18,19}	{especially,when,considering,LIF,administration,in,a,chronic,autoimmune,disease,such,as,MS.,LIF,has,proinﬂammatory,effects,in,rheumatoid,arthritis,",",during,cutaneous,inﬂammation,and,after,overexpression,in,the,mouse,spinal,cord,[,3032,],.}	{"Relapsing — remitting EAE is induced by proteolipid protein ( PLP ) immunization of SJL/J mice .","Abbreviations : NA not applicable ; rmL | F recombinant murine leukemia inhibitory factor ; SCI spinal cord injury ."}	{"In arthritis models , LIF activates osteoclast activity , thereby inducing bone resorption and adding to the destructive effects of the disease [ 30 ] .","Proinﬂammatory effects in this model could thus be the consequence of LIF-mediated tissue destruction rather than a direct effect on immune cells ."}	0.6
